entity,example,intent,norm
LENGTH-GOOD,기장감 잘맞는,FEATURE-GOOD,길이 괜찮은
LENGTH-GOOD,기장감 적절한,FEATURE-GOOD,길이 괜찮은
LENGTH-GOOD,기장감 적당한,FEATURE-GOOD,길이 괜찮은
LENGTH-GOOD,기장감 적합한,FEATURE-GOOD,길이 괜찮은
LENGTH-GOOD,기장감 알맞은,FEATURE-GOOD,길이 괜찮은
LENGTH-GOOD,기장감 무난한,FEATURE-GOOD,길이 괜찮은
LENGTH-GOOD,기장감 딱좋은,FEATURE-GOOD,길이 괜찮은
LENGTH-GOOD,기장감 딱인,FEATURE-GOOD,길이 괜찮은
LENGTH-GOOD,길이감 괜찮은,FEATURE-GOOD,길이 괜찮은
LENGTH-GOOD,길이감 잘맞는,FEATURE-GOOD,길이 괜찮은
LENGTH-GOOD,길이감 적절한,FEATURE-GOOD,길이 괜찮은
LENGTH-GOOD,길이감 적당한,FEATURE-GOOD,길이 괜찮은
LENGTH-GOOD,길이감 적합한,FEATURE-GOOD,길이 괜찮은
LENGTH-GOOD,길이감 알맞은,FEATURE-GOOD,길이 괜찮은
LENGTH-GOOD,길이감 무난한,FEATURE-GOOD,길이 괜찮은
LENGTH-GOOD,길이감 딱좋은,FEATURE-GOOD,길이 괜찮은
LENGTH-GOOD,길이감 딱인,FEATURE-GOOD,길이 괜찮은
LENGTH-GOOD,총장 괜찮은,FEATURE-GOOD,길이 괜찮은
LENGTH-GOOD,총장 잘맞는,FEATURE-GOOD,길이 괜찮은
LENGTH-GOOD,총장 적절한,FEATURE-GOOD,길이 괜찮은
LENGTH-GOOD,총장 적당한,FEATURE-GOOD,길이 괜찮은
LENGTH-GOOD,총장 적합한,FEATURE-GOOD,길이 괜찮은
LENGTH-GOOD,총장 알맞은,FEATURE-GOOD,길이 괜찮은
LENGTH-GOOD,총장 무난한,FEATURE-GOOD,길이 괜찮은
LENGTH-GOOD,총장 딱좋은,FEATURE-GOOD,길이 괜찮은
LENGTH-GOOD,총장 딱인,FEATURE-GOOD,길이 괜찮은
LENGTH-GOOD,괜찮은 길이의,FEATURE-GOOD,길이 괜찮은
LENGTH-GOOD,괜찮은 기장의,FEATURE-GOOD,길이 괜찮은
LENGTH-GOOD,괜찮은 기장감의,FEATURE-GOOD,길이 괜찮은
LENGTH-GOOD,괜찮은 길이감의,FEATURE-GOOD,길이 괜찮은
LENGTH-GOOD,괜찮은 총장의,FEATURE-GOOD,길이 괜찮은
LENGTH-GOOD,잘맞는 길이의,FEATURE-GOOD,길이 괜찮은
LENGTH-GOOD,잘맞는 기장의,FEATURE-GOOD,길이 괜찮은
LENGTH-GOOD,잘맞는 기장감의,FEATURE-GOOD,길이 괜찮은
LENGTH-GOOD,잘맞는 길이감의,FEATURE-GOOD,길이 괜찮은
LENGTH-GOOD,잘맞는 총장의,FEATURE-GOOD,길이 괜찮은
LENGTH-GOOD,적절한 길이의,FEATURE-GOOD,길이 괜찮은
LENGTH-GOOD,적절한 기장의,FEATURE-GOOD,길이 괜찮은
LENGTH-GOOD,적절한 기장감의,FEATURE-GOOD,길이 괜찮은
LENGTH-GOOD,적절한 길이감의,FEATURE-GOOD,길이 괜찮은
LENGTH-GOOD,적절한 총장의,FEATURE-GOOD,길이 괜찮은
LENGTH-GOOD,적당한 길이의,FEATURE-GOOD,길이 괜찮은
LENGTH-GOOD,적당한 기장의,FEATURE-GOOD,길이 괜찮은
LENGTH-GOOD,적당한 기장감의,FEATURE-GOOD,길이 괜찮은
LENGTH-GOOD,적당한 길이감의,FEATURE-GOOD,길이 괜찮은
LENGTH-GOOD,적당한 총장의,FEATURE-GOOD,길이 괜찮은
LENGTH-GOOD,적합한 길이의,FEATURE-GOOD,길이 괜찮은
LENGTH-GOOD,적합한 기장의,FEATURE-GOOD,길이 괜찮은
LENGTH-GOOD,적합한 기장감의,FEATURE-GOOD,길이 괜찮은
LENGTH-GOOD,적합한 길이감의,FEATURE-GOOD,길이 괜찮은
LENGTH-GOOD,적합한 총장의,FEATURE-GOOD,길이 괜찮은
LENGTH-GOOD,알맞은 길이의,FEATURE-GOOD,길이 괜찮은
LENGTH-GOOD,알맞은 기장의,FEATURE-GOOD,길이 괜찮은
LENGTH-GOOD,알맞은 기장감의,FEATURE-GOOD,길이 괜찮은
LENGTH-GOOD,알맞은 길이감의,FEATURE-GOOD,길이 괜찮은
LENGTH-GOOD,알맞은 총장의,FEATURE-GOOD,길이 괜찮은
LENGTH-GOOD,무난한 길이의,FEATURE-GOOD,길이 괜찮은
LENGTH-GOOD,무난한 기장의,FEATURE-GOOD,길이 괜찮은
LENGTH-GOOD,무난한 기장감의,FEATURE-GOOD,길이 괜찮은
LENGTH-GOOD,무난한 길이감의,FEATURE-GOOD,길이 괜찮은
LENGTH-GOOD,무난한 총장의,FEATURE-GOOD,길이 괜찮은
LENGTH-GOOD,딱좋은 길이의,FEATURE-GOOD,길이 괜찮은
LENGTH-GOOD,딱좋은 기장의,FEATURE-GOOD,길이 괜찮은
LENGTH-GOOD,딱좋은 기장감의,FEATURE-GOOD,길이 괜찮은
LENGTH-GOOD,딱좋은 길이감의,FEATURE-GOOD,길이 괜찮은
LENGTH-GOOD,딱좋은 총장의,FEATURE-GOOD,길이 괜찮은
LENGTH-GOOD,딱인 길이의,FEATURE-GOOD,길이 괜찮은
LENGTH-GOOD,딱인 기장의,FEATURE-GOOD,길이 괜찮은
LENGTH-GOOD,딱인 기장감의,FEATURE-GOOD,길이 괜찮은
LENGTH-GOOD,딱인 길이감의,FEATURE-GOOD,길이 괜찮은
LENGTH-GOOD,딱인 총장의,FEATURE-GOOD,길이 괜찮은
LENGTH-GOOD,길이가 괜찮은,FEATURE-GOOD,길이 괜찮은
LENGTH-GOOD,길이가 잘맞는,FEATURE-GOOD,길이 괜찮은
LENGTH-GOOD,길이가 적절한,FEATURE-GOOD,길이 괜찮은
LENGTH-GOOD,길이가 적당한,FEATURE-GOOD,길이 괜찮은
LENGTH-GOOD,길이가 적합한,FEATURE-GOOD,길이 괜찮은
LENGTH-GOOD,길이가 알맞은,FEATURE-GOOD,길이 괜찮은
LENGTH-GOOD,길이가 무난한,FEATURE-GOOD,길이 괜찮은
LENGTH-GOOD,길이가 딱좋은,FEATURE-GOOD,길이 괜찮은
LENGTH-GOOD,길이가 딱인,FEATURE-GOOD,길이 괜찮은
LENGTH-GOOD,기장이 괜찮은,FEATURE-GOOD,길이 괜찮은
LENGTH-GOOD,기장이 잘맞는,FEATURE-GOOD,길이 괜찮은
LENGTH-GOOD,기장이 적절한,FEATURE-GOOD,길이 괜찮은
LENGTH-GOOD,기장이 적당한,FEATURE-GOOD,길이 괜찮은
LENGTH-GOOD,기장이 적합한,FEATURE-GOOD,길이 괜찮은
LENGTH-GOOD,기장이 알맞은,FEATURE-GOOD,길이 괜찮은
LENGTH-GOOD,기장이 무난한,FEATURE-GOOD,길이 괜찮은
LENGTH-GOOD,기장이 딱좋은,FEATURE-GOOD,길이 괜찮은
LENGTH-GOOD,기장이 딱인,FEATURE-GOOD,길이 괜찮은
LENGTH-GOOD,기장감이 괜찮은,FEATURE-GOOD,길이 괜찮은
LENGTH-GOOD,기장감이 잘맞는,FEATURE-GOOD,길이 괜찮은
LENGTH-GOOD,기장감이 적절한,FEATURE-GOOD,길이 괜찮은
LENGTH-GOOD,기장감이 적당한,FEATURE-GOOD,길이 괜찮은
LENGTH-GOOD,기장감이 적합한,FEATURE-GOOD,길이 괜찮은
LENGTH-GOOD,기장감이 알맞은,FEATURE-GOOD,길이 괜찮은
LENGTH-GOOD,기장감이 무난한,FEATURE-GOOD,길이 괜찮은
LENGTH-GOOD,기장감이 딱좋은,FEATURE-GOOD,길이 괜찮은
LENGTH-GOOD,기장감이 딱인,FEATURE-GOOD,길이 괜찮은
LENGTH-GOOD,길이감이 괜찮은,FEATURE-GOOD,길이 괜찮은
LENGTH-GOOD,길이감이 잘맞는,FEATURE-GOOD,길이 괜찮은
LENGTH-GOOD,길이감이 적절한,FEATURE-GOOD,길이 괜찮은
LENGTH-GOOD,길이감이 적당한,FEATURE-GOOD,길이 괜찮은
LENGTH-GOOD,길이감이 적합한,FEATURE-GOOD,길이 괜찮은
LENGTH-GOOD,길이감이 알맞은,FEATURE-GOOD,길이 괜찮은
LENGTH-GOOD,길이감이 무난한,FEATURE-GOOD,길이 괜찮은
LENGTH-GOOD,길이감이 딱좋은,FEATURE-GOOD,길이 괜찮은
LENGTH-GOOD,길이감이 딱인,FEATURE-GOOD,길이 괜찮은
LENGTH-GOOD,총장이 괜찮은,FEATURE-GOOD,길이 괜찮은
LENGTH-GOOD,총장이 잘맞는,FEATURE-GOOD,길이 괜찮은
LENGTH-GOOD,총장이 적절한,FEATURE-GOOD,길이 괜찮은
LENGTH-GOOD,총장이 적당한,FEATURE-GOOD,길이 괜찮은
LENGTH-GOOD,총장이 적합한,FEATURE-GOOD,길이 괜찮은
LENGTH-GOOD,총장이 알맞은,FEATURE-GOOD,길이 괜찮은
LENGTH-GOOD,총장이 무난한,FEATURE-GOOD,길이 괜찮은
LENGTH-GOOD,총장이 딱좋은,FEATURE-GOOD,길이 괜찮은
LENGTH-GOOD,총장이 딱인,FEATURE-GOOD,길이 괜찮은
LENGTH-GOOD,기장 괜찮은,FEATURE-GOOD,길이 괜찮은
LENGTH-GOOD,기장 잘맞는,FEATURE-GOOD,길이 괜찮은
LENGTH-GOOD,기장 적절한,FEATURE-GOOD,길이 괜찮은
LENGTH-GOOD,기장 적당한,FEATURE-GOOD,길이 괜찮은
LENGTH-GOOD,기장 적합한,FEATURE-GOOD,길이 괜찮은
LENGTH-GOOD,기장 알맞은,FEATURE-GOOD,길이 괜찮은
LENGTH-GOOD,기장 무난한,FEATURE-GOOD,길이 괜찮은
LENGTH-GOOD,기장 딱좋은,FEATURE-GOOD,길이 괜찮은
LENGTH-GOOD,기장 딱인,FEATURE-GOOD,길이 괜찮은
COLOR,컬러,COLOR-GEN,컬러
COLOR,색감,COLOR-GEN,컬러
COLOR,색깔,COLOR-GEN,컬러
COLOR,색상,COLOR-GEN,컬러
COLOR,칼라,COLOR-GEN,컬러
COLOR,컬러감,COLOR-GEN,컬러
COLOR,톤,COLOR-GEN,컬러
COLOR,색,COLOR-GEN,컬러
DESIGN,디자인,DESIGN-GEN,디자인
DESIGN,디잔,DESIGN-GEN,디자인
DESIGN,모양,DESIGN-GEN,디자인
FINISH,마감,FINISH-GEN,마감
FINISH,마감처리,FINISH-GEN,마감
FINISH,박음질,FINISH-GEN,마감
FINISH,박음질처리,FINISH-GEN,마감
FINISH,바느질,FINISH-GEN,마감
FINISH,내구성,FINISH-GEN,마감
FINISH,퀄리티,FINISH-GEN,마감
FINISH,질,FINISH-GEN,마감
FINISH,품질,FINISH-GEN,마감
STRETCH,신축성,STRETCH-GEN,신축성
STRETCH,스판,STRETCH-GEN,신축성
STRETCH,스판기,STRETCH-GEN,신축성
STRETCH,스판끼,STRETCH-GEN,신축성
STRETCH,텐션,STRETCH-GEN,신축성
STRETCH,텐션감,STRETCH-GEN,신축성
SIZE,크기,SIZE-GEN,크기
SIZE,싸이즈,SIZE-GEN,크기
SIZE,통,SIZE-GEN,크기
SIZE,품,SIZE-GEN,크기
SIZE,스탈,SIZE-GEN,크기
SIZE,폼,SIZE-GEN,크기
SIZE,스타일,SIZE-GEN,크기
SIZE,사이즈,SIZE-GEN,크기
SIZE,핏,SIZE-GEN,크기
MAXISK,롱 스커트,MATCH-DOWN-TYPE,롱 스커트
MAXISK,롱 치마,MATCH-DOWN-TYPE,롱 스커트
MAXISK,맥시 스커트,MATCH-DOWN-TYPE,롱 스커트
MAXISK,맥시 치마,MATCH-DOWN-TYPE,롱 스커트
MIDISK,미디 스커트,MATCH-DOWN-TYPE,미디 스커트
MIDISK,미디 치마,MATCH-DOWN-TYPE,미디 스커트
MIDISK,기본기장 스커트,MATCH-DOWN-TYPE,미디 스커트
MIDISK,기본기장 치마,MATCH-DOWN-TYPE,미디 스커트
MINISK,숏 스커트,MATCH-DOWN-TYPE,숏 스커트
MINISK,숏 치마,MATCH-DOWN-TYPE,숏 스커트
MINISK,미니 스커트,MATCH-DOWN-TYPE,숏 스커트
MINISK,미니 치마,MATCH-DOWN-TYPE,숏 스커트
MINISK,테니스스커트,MATCH-DOWN-TYPE,숏 스커트
MINISK,테니스치마,MATCH-DOWN-TYPE,숏 스커트
MINISK,테치,MATCH-DOWN-TYPE,숏 스커트
SKIRT,스커트,MATCH-DOWN-TYPE,스커트
SKIRT,치마,MATCH-DOWN-TYPE,스커트
MAXIOP,롱 원피스,MATCH-DOWN-TYPE,롱 원피스
MAXIOP,맥시 원피스,MATCH-DOWN-TYPE,롱 원피스
MIDIOP,미디 원피스,MATCH-DOWN-TYPE,미디 원피스
MIDIOP,기본 기장 원피스,MATCH-DOWN-TYPE,미디 원피스
MINIOP,숏 원피스,MATCH-DOWN-TYPE,숏 원피스
MINIOP,미니 원피스,MATCH-DOWN-TYPE,숏 원피스
ONEPIECE,원피스,MATCH-DOWN-TYPE,원피스
JUMPSUIT,점프슈트,MATCH-DOWN-TYPE,점프슈트
JUMPSUIT,점프수트,MATCH-DOWN-TYPE,점프슈트
JUMPSUIT,오버올,MATCH-DOWN-TYPE,점프슈트
LEGGINGS,레깅스,MATCH-DOWN-TYPE,레깅스
LEGGINGS,래깅스,MATCH-DOWN-TYPE,레깅스
JOGGERPT,조거 팬츠,MATCH-DOWN-TYPE,조거 팬츠
JOGGERPT,조거 바지,MATCH-DOWN-TYPE,조거 팬츠
JOGGERPT,조깅 팬츠,MATCH-DOWN-TYPE,조거 팬츠
JOGGERPT,조깅 바지,MATCH-DOWN-TYPE,조거 팬츠
JOGGERPT,배기 팬츠,MATCH-DOWN-TYPE,조거 팬츠
JOGGERPT,배기 바지,MATCH-DOWN-TYPE,조거 팬츠
JOGGERPT,베기 팬츠,MATCH-DOWN-TYPE,조거 팬츠
JOGGERPT,베기 바지,MATCH-DOWN-TYPE,조거 팬츠
COTTONPT,코튼 팬츠,MATCH-DOWN-TYPE,코튼 팬츠
COTTONPT,코튼 바지,MATCH-DOWN-TYPE,코튼 팬츠
COTTONPT,면 팬츠,MATCH-DOWN-TYPE,코튼 팬츠
COTTONPT,면 바지,MATCH-DOWN-TYPE,코튼 팬츠
DENIMPT,데님 팬츠,MATCH-DOWN-TYPE,데님 팬츠
DENIMPT,데님 바지,MATCH-DOWN-TYPE,데님 팬츠
DENIMPT,청 팬츠,MATCH-DOWN-TYPE,데님 팬츠
DENIMPT,청 바지,MATCH-DOWN-TYPE,데님 팬츠
DENIMPT,진 팬츠,MATCH-DOWN-TYPE,데님 팬츠
DENIMPT,진 바지,MATCH-DOWN-TYPE,데님 팬츠
DENIMPT,스키니,MATCH-DOWN-TYPE,데님 팬츠
DENIMPT,스키니 진,MATCH-DOWN-TYPE,데님 팬츠
DENIMPT,스키니 팬츠,MATCH-DOWN-TYPE,데님 팬츠
DENIMPT,스키니 바지,MATCH-DOWN-TYPE,데님 팬츠
SHORTS,반바지,MATCH-DOWN-TYPE,반바지
SHORTS,쇼츠,MATCH-DOWN-TYPE,반바지
SHORTS,하프쇼츠,MATCH-DOWN-TYPE,반바지
SLACKS,슬랙스,MATCH-DOWN-TYPE,슬랙스
SLACKS,슬렉스,MATCH-DOWN-TYPE,슬랙스
SLACKS,정장바지,MATCH-DOWN-TYPE,슬랙스
PANTS,팬츠,MATCH-DOWN-TYPE,팬츠
PANTS,바지,MATCH-DOWN-TYPE,팬츠
BOOTS,레인부츠,ACCESSORY-TYPE,레인부츠
BOOTS,헌팅부츠,ACCESSORY-TYPE,레인부츠
BOOTS,부츠,ACCESSORY-TYPE,레인부츠
BOOTS,첼시부츠,ACCESSORY-TYPE,레인부츠
BOOTS,앵클부츠,ACCESSORY-TYPE,레인부츠
BOOTS,롱부츠,ACCESSORY-TYPE,레인부츠
SLIPPER,슬리퍼,ACCESSORY-TYPE,슬리퍼
SLIPPER,쪼리,ACCESSORY-TYPE,슬리퍼
SLIPPER,플리플랍,ACCESSORY-TYPE,슬리퍼
SLIPPER,플립플랍,ACCESSORY-TYPE,슬리퍼
SANDAL,샌들,ACCESSORY-TYPE,샌들
SANDAL,샌달,ACCESSORY-TYPE,샌들
PLATSHOES,플랫슈즈,ACCESSORY-TYPE,플랫슈즈
PLATSHOES,단화,ACCESSORY-TYPE,플랫슈즈
HEEL,펌프스,ACCESSORY-TYPE,힐
HEEL,구두,ACCESSORY-TYPE,힐
HEEL,힐,ACCESSORY-TYPE,힐
HEEL,하이힐,ACCESSORY-TYPE,힐
SHOES,신발,ACCESSORY-TYPE,신발
SHOES,신,ACCESSORY-TYPE,신발
SHOES,슈즈,ACCESSORY-TYPE,신발
BAG,가방,ACCESSORY-TYPE,가방
BAG,백,ACCESSORY-TYPE,가방
BAG,빽,ACCESSORY-TYPE,가방
HAIRACC,삔,ACCESSORY-TYPE,핀
HAIRACC,핀,ACCESSORY-TYPE,핀
HAIRACC,머리띠,ACCESSORY-TYPE,핀
HAIRACC,헤어밴드,ACCESSORY-TYPE,핀
HAIRACC,머리끈,ACCESSORY-TYPE,핀
HAIRACC,곱창끈,ACCESSORY-TYPE,핀
HAIRACC,곱창밴드,ACCESSORY-TYPE,핀
HAIRACC,집게핀,ACCESSORY-TYPE,핀
HAIRACC,집게삔,ACCESSORY-TYPE,핀
ANKLET,발찌,ACCESSORY-TYPE,발찌
BRACELET,팔찌,ACCESSORY-TYPE,팔찌
NECKLACE,목걸이,ACCESSORY-TYPE,목걸이
NECKLACE,초커,ACCESSORY-TYPE,목걸이
NECKLACE,네크리스,ACCESSORY-TYPE,목걸이
EARRINGS,이어링,ACCESSORY-TYPE,귀걸이
EARRINGS,피어싱,ACCESSORY-TYPE,귀걸이
EARRINGS,귀걸이,ACCESSORY-TYPE,귀걸이
EARRINGS,귀찌,ACCESSORY-TYPE,귀걸이
EARRINGS,이어커프,ACCESSORY-TYPE,귀걸이
RING,반지,ACCESSORY-TYPE,반지
ACCESSORY,악세사리,ACCESSORY-TYPE,액세서리
ACCESSORY,액세서리,ACCESSORY-TYPE,액세서리
PK-TSHIRT,피케 티셔츠,MATCH-UP-TYPE,카라 티셔츠
PK-TSHIRT,피케 티,MATCH-UP-TYPE,카라 티셔츠
PK-TSHIRT,카라 티셔츠,MATCH-UP-TYPE,카라 티셔츠
PK-TSHIRT,카라 티,MATCH-UP-TYPE,카라 티셔츠
SLEEVELESS,민소매,MATCH-UP-TYPE,민소매
SLEEVELESS,나시,MATCH-UP-TYPE,민소매
SLEEVELESS,끈나시,MATCH-UP-TYPE,민소매
SLEEVELESS,슬리브리스,MATCH-UP-TYPE,민소매
TSHIRT,티셔츠,MATCH-UP-TYPE,티셔츠
TSHIRT,티,MATCH-UP-TYPE,티셔츠
TSHIRT,t셔츠,MATCH-UP-TYPE,티셔츠
TSHIRT,T - 셔츠,MATCH-UP-TYPE,티셔츠
L-TSHIRT,긴팔 티셔츠,MATCH-UP-TYPE,긴팔 티셔츠
L-TSHIRT,긴팔 티,MATCH-UP-TYPE,긴팔 티셔츠
HOOD,후드티,MATCH-UP-TYPE,후드티
HOOD,후드,MATCH-UP-TYPE,후드티
HOOD,후디,MATCH-UP-TYPE,후드티
HOOD,hoody,MATCH-UP-TYPE,후드티
HOOD,후드티셔츠,MATCH-UP-TYPE,후드티
S-TSHIRT,반팔 티셔츠,MATCH-UP-TYPE,반팔 티셔츠
S-TSHIRT,반팔 티,MATCH-UP-TYPE,반팔 티셔츠
SHIRT,셔츠,MATCH-UP-TYPE,셔츠
SHIRT,블라우스,MATCH-UP-TYPE,셔츠
SHIRT,남방,MATCH-UP-TYPE,셔츠
MTM,맨투맨,MATCH-UP-TYPE,맨투맨
MTM,맨투맨티,MATCH-UP-TYPE,맨투맨
MTM,멘투멘,MATCH-UP-TYPE,맨투맨
MTM,멘투멘티,MATCH-UP-TYPE,맨투맨
MTM,M 2 M,MATCH-UP-TYPE,맨투맨
MTM,스웨트셔츠,MATCH-UP-TYPE,맨투맨
KNIT,니트,MATCH-UP-TYPE,니트
KNIT,스웨터,MATCH-UP-TYPE,니트
L-PADDING,롱패딩,MATCH-UP-TYPE,롱패딩
S-PADDING,숏패딩,MATCH-UP-TYPE,롱패딩
DENIMJK,데님 자킷,MATCH-UP-TYPE,데님 자켓
DENIMJK,데님 재킷,MATCH-UP-TYPE,데님 자켓
DENIMJK,데님 자켓,MATCH-UP-TYPE,데님 자켓
DENIMJK,데님 쟈켓,MATCH-UP-TYPE,데님 자켓
DENIMJK,데님 쟈킷,MATCH-UP-TYPE,데님 자켓
DENIMJK,청 자킷,MATCH-UP-TYPE,데님 자켓
DENIMJK,청 재킷,MATCH-UP-TYPE,데님 자켓
DENIMJK,청 자켓,MATCH-UP-TYPE,데님 자켓
DENIMJK,청 쟈켓,MATCH-UP-TYPE,데님 자켓
DENIMJK,청 쟈킷,MATCH-UP-TYPE,데님 자켓
DENIMJK,진 자킷,MATCH-UP-TYPE,데님 자켓
DENIMJK,진 재킷,MATCH-UP-TYPE,데님 자켓
DENIMJK,진 자켓,MATCH-UP-TYPE,데님 자켓
DENIMJK,진 쟈켓,MATCH-UP-TYPE,데님 자켓
DENIMJK,진 쟈킷,MATCH-UP-TYPE,데님 자켓
COACHJK,나일론 자킷,MATCH-UP-TYPE,나일론 자켓
COACHJK,나일론 재킷,MATCH-UP-TYPE,나일론 자켓
COACHJK,나일론 자켓,MATCH-UP-TYPE,나일론 자켓
COACHJK,나일론 쟈켓,MATCH-UP-TYPE,나일론 자켓
COACHJK,나일론 쟈킷,MATCH-UP-TYPE,나일론 자켓
COACHJK,코치 자킷,MATCH-UP-TYPE,나일론 자켓
COACHJK,코치 재킷,MATCH-UP-TYPE,나일론 자켓
COACHJK,코치 자켓,MATCH-UP-TYPE,나일론 자켓
COACHJK,코치 쟈켓,MATCH-UP-TYPE,나일론 자켓
COACHJK,코치 쟈킷,MATCH-UP-TYPE,나일론 자켓
SAFARIJK,사파리 자킷,MATCH-UP-TYPE,사파리 자켓
SAFARIJK,사파리 재킷,MATCH-UP-TYPE,사파리 자켓
SAFARIJK,사파리 자켓,MATCH-UP-TYPE,사파리 자켓
SAFARIJK,사파리 쟈켓,MATCH-UP-TYPE,사파리 자켓
SAFARIJK,사파리 쟈킷,MATCH-UP-TYPE,사파리 자켓
SAFARIJK,헌팅 자킷,MATCH-UP-TYPE,사파리 자켓
SAFARIJK,헌팅 재킷,MATCH-UP-TYPE,사파리 자켓
SAFARIJK,헌팅 자켓,MATCH-UP-TYPE,사파리 자켓
SAFARIJK,헌팅 쟈켓,MATCH-UP-TYPE,사파리 자켓
SAFARIJK,헌팅 쟈킷,MATCH-UP-TYPE,사파리 자켓
PADDINGVT,패딩 조끼,MATCH-UP-TYPE,패딩 조끼
PADDINGVT,패딩 베스트,MATCH-UP-TYPE,패딩 조끼
PADDINGVT,패딩 쪼끼,MATCH-UP-TYPE,패딩 조끼
PADDINGVT,패쪼,MATCH-UP-TYPE,패딩 조끼
WINTER-DOBCT,겨울 더블 코트,MATCH-UP-TYPE,겨울 싱글 코트
WINTER-SINGCT,겨울 싱글 코트,MATCH-UP-TYPE,겨울 싱글 코트
SEASONSCT,트렌치코트,MATCH-UP-TYPE,트렌치코트
SEASONSCT,바바리,MATCH-UP-TYPE,트렌치코트
SEASONSCT,바바리코트,MATCH-UP-TYPE,트렌치코트
STADIUMJK,스타디움 자킷,MATCH-UP-TYPE,야구점퍼
STADIUMJK,스타디움 재킷,MATCH-UP-TYPE,야구점퍼
STADIUMJK,스타디움 자켓,MATCH-UP-TYPE,야구점퍼
STADIUMJK,스타디움 쟈켓,MATCH-UP-TYPE,야구점퍼
STADIUMJK,스타디움 쟈킷,MATCH-UP-TYPE,야구점퍼
STADIUMJK,스태디움 자킷,MATCH-UP-TYPE,야구점퍼
STADIUMJK,스태디움 재킷,MATCH-UP-TYPE,야구점퍼
STADIUMJK,스태디움 자켓,MATCH-UP-TYPE,야구점퍼
STADIUMJK,스태디움 쟈켓,MATCH-UP-TYPE,야구점퍼
STADIUMJK,스태디움 쟈킷,MATCH-UP-TYPE,야구점퍼
STADIUMJK,야구잠바,MATCH-UP-TYPE,야구점퍼
STADIUMJK,야구점퍼,MATCH-UP-TYPE,야구점퍼
STADIUMJK,과잠바,MATCH-UP-TYPE,야구점퍼
STADIUMJK,과점퍼,MATCH-UP-TYPE,야구점퍼
STADIUMJK,야잠,MATCH-UP-TYPE,야구점퍼
STADIUMJK,과잠,MATCH-UP-TYPE,야구점퍼
TRAININGJK,트레이닝 자킷,MATCH-UP-TYPE,트레이닝 자켓
TRAININGJK,트레이닝 재킷,MATCH-UP-TYPE,트레이닝 자켓
TRAININGJK,트레이닝 자켓,MATCH-UP-TYPE,트레이닝 자켓
TRAININGJK,트레이닝 쟈켓,MATCH-UP-TYPE,트레이닝 자켓
TRAININGJK,트레이닝 쟈킷,MATCH-UP-TYPE,트레이닝 자켓
TRAININGJK,트레이닝 상의,MATCH-UP-TYPE,트레이닝 자켓
TRAININGJK,추리닝 자킷,MATCH-UP-TYPE,트레이닝 자켓
TRAININGJK,추리닝 재킷,MATCH-UP-TYPE,트레이닝 자켓
TRAININGJK,추리닝 자켓,MATCH-UP-TYPE,트레이닝 자켓
TRAININGJK,추리닝 쟈켓,MATCH-UP-TYPE,트레이닝 자켓
TRAININGJK,추리닝 쟈킷,MATCH-UP-TYPE,트레이닝 자켓
TRAININGJK,추리닝 상의,MATCH-UP-TYPE,트레이닝 자켓
TRAININGJK,츄리닝 자킷,MATCH-UP-TYPE,트레이닝 자켓
TRAININGJK,츄리닝 재킷,MATCH-UP-TYPE,트레이닝 자켓
TRAININGJK,츄리닝 자켓,MATCH-UP-TYPE,트레이닝 자켓
TRAININGJK,츄리닝 쟈켓,MATCH-UP-TYPE,트레이닝 자켓
TRAININGJK,츄리닝 쟈킷,MATCH-UP-TYPE,트레이닝 자켓
TRAININGJK,츄리닝 상의,MATCH-UP-TYPE,트레이닝 자켓
TRAININGJK,바람막이,MATCH-UP-TYPE,트레이닝 자켓
FLEECEJK,양털 후리스,MATCH-UP-TYPE,후리스
FLEECEJK,양털 후리스 자킷,MATCH-UP-TYPE,후리스
FLEECEJK,양털 후리스 재킷,MATCH-UP-TYPE,후리스
FLEECEJK,양털 후리스 자켓,MATCH-UP-TYPE,후리스
FLEECEJK,양털 후리스 쟈켓,MATCH-UP-TYPE,후리스
FLEECEJK,양털 후리스 쟈킷,MATCH-UP-TYPE,후리스
FLEECEJK,양털 플리스,MATCH-UP-TYPE,후리스
FLEECEJK,양털 플리스 자킷,MATCH-UP-TYPE,후리스
FLEECEJK,양털 플리스 재킷,MATCH-UP-TYPE,후리스
FLEECEJK,양털 플리스 자켓,MATCH-UP-TYPE,후리스
FLEECEJK,양털 플리스 쟈켓,MATCH-UP-TYPE,후리스
FLEECEJK,양털 플리스 쟈킷,MATCH-UP-TYPE,후리스
FLEECEJK,양털 뽀글이,MATCH-UP-TYPE,후리스
FLEECEJK,양털 뽀글이 자킷,MATCH-UP-TYPE,후리스
FLEECEJK,양털 뽀글이 재킷,MATCH-UP-TYPE,후리스
FLEECEJK,양털 뽀글이 자켓,MATCH-UP-TYPE,후리스
FLEECEJK,양털 뽀글이 쟈켓,MATCH-UP-TYPE,후리스
FLEECEJK,양털 뽀글이 쟈킷,MATCH-UP-TYPE,후리스
FLEECEJK,후리스,MATCH-UP-TYPE,후리스
FLEECEJK,후리스 자킷,MATCH-UP-TYPE,후리스
FLEECEJK,후리스 재킷,MATCH-UP-TYPE,후리스
FLEECEJK,후리스 자켓,MATCH-UP-TYPE,후리스
FLEECEJK,후리스 쟈켓,MATCH-UP-TYPE,후리스
